0.002884,0.003368,0.002146,0.002402,0.002549,0.002218,0.002315,0.002812,0.001908,0.002840,0.002147,0.002047,0.003219,0.002204,0.004152,0.002152,0.003551,0.003156,0.002650,0.002882,0.002430,0.002499,0.002175,0.003365,0.003180,0.002600,0.002366,0.002610,0.004713,0.002457
0.004030,0.002495,0.003165,0.002446,0.002930,0.003765,0.003437,0.003529,0.003432,0.002587,0.002420,0.002654,0.002595,0.002452,0.002126,0.002913,0.003099,0.002801,0.002582,0.002594,0.002702,0.002604,0.003550,0.003210,0.002791,0.003002,0.002828,0.002750,0.002512,0.002262
0.003665,0.002361,0.003314,0.002569,0.002531,0.003029,0.003243,0.002408,0.003767,0.003134,0.003234,0.002531,0.002202,0.003035,0.002686,0.002820,0.002417,0.003047,0.002821,0.002176,0.002660,0.003189,0.002631,0.002746,0.003848,0.002648,0.002572,0.002402,0.002406,0.002922
0.002379,0.002603,0.002610,0.002422,0.003216,0.002257,0.003123,0.003326,0.002518,0.002617,0.002386,0.002156,0.002340,0.001948,0.002820,0.002480,0.002649,0.005394,0.002819,0.004027,0.003159,0.003367,0.002559,0.002981,0.002487,0.002965,0.002786,0.002864,0.003655,0.003173
0.002791,0.002664,0.002757,0.002695,0.002819,0.002446,0.003819,0.002491,0.002512,0.002751,0.002731,0.002926,0.002830,0.002064,0.002266,0.002843,0.002204,0.002538,0.004043,0.003428,0.002330,0.002286,0.002789,0.002647,0.002891,0.002460,0.002410,0.002139,0.002749,0.002568
0.002212,0.002975,0.002733,0.002346,0.001932,0.001932,0.002471,0.002060,0.002130,0.002496,0.002140,0.003457,0.001884,0.002413,0.003160,0.004195,0.002940,0.003482,0.002675,0.002461,0.002885,0.003190,0.003196,0.003514,0.005074,0.003334,0.002757,0.002493,0.003148,0.002588
0.005021,0.003359,0.003504,0.002638,0.002777,0.003342,0.002868,0.002309,0.003291,0.003202,0.002448,0.003309,0.002669,0.002843,0.002455,0.002668,0.002595,0.002540,0.002792,0.002970,0.002822,0.002125,0.002214,0.002070,0.002747,0.001984,0.003187,0.002421,0.002432,0.002319
0.002671,0.002179,0.002635,0.002753,0.002650,0.002458,0.002069,0.002402,0.002388,0.002670,0.003087,0.002228,0.002955,0.002346,0.002152,0.002357,0.002285,0.002231,0.002198,0.002547,0.001875,0.002870,0.002778,0.002196,0.002298,0.001857,0.002053,0.002547,0.001994,0.002124
0.002793,0.001974,0.001846,0.003951,0.002407,0.001761,0.002129,0.001757,0.002253,0.002523,0.002087,0.002724,0.001960,0.002055,0.001924,0.002429,0.001872,0.002075,0.001710,0.001811,0.002724,0.001668,0.002535,0.001843,0.002904,0.002399,0.002200,0.002555,0.002328,0.001867
0.002106,0.002566,0.001555,0.002049,0.002958,0.002256,0.002410,0.003302,0.002081,0.002663,0.003187,0.001888,0.002465,0.002523,0.001951,0.002088,0.002357,0.002476,0.002003,0.001940,0.001696,0.001700,0.002824,0.002171,0.001693,0.002208,0.002636,0.002360,0.002261,0.001884
0.002076,0.002748,0.001810,0.001938,0.002466,0.001996,0.002252,0.002274,0.002178,0.001826,0.001939,0.002290,0.001836,0.002420,0.003156,0.001892,0.002593,0.002226,0.001980,0.002440,0.002534,0.002136,0.001860,0.002532,0.002090,0.002403,0.001844,0.001804,0.002003,0.001707
0.001969,0.002117,0.002462,0.002012,0.002394,0.002144,0.002461,0.001983,0.001750,0.002018,0.002220,0.002203,0.002175,0.001844,0.002237,0.002300,0.002288,0.002366,0.001730,0.001737,0.001854,0.002058,0.001677,0.001945,0.001709,0.001888,0.002246,0.001921,0.002209,0.002446
0.001874,0.001434,0.001950,0.003113,0.002267,0.002282,0.001950,0.002097,0.002027,0.002248,0.002952,0.002129,0.002389,0.002020,0.001899,0.002473,0.001841,0.001517,0.002175,0.001958,0.002075,0.001921,0.001915,0.001562,0.001563,0.001807,0.001768,0.001430,0.001913,0.001797
0.002262,0.002204,0.002097,0.001668,0.001826,0.001704,0.002718,0.001888,0.001460,0.002125,0.001897,0.001789,0.001696,0.001715,0.001716,0.001766,0.002174,0.001591,0.001673,0.001689,0.001359,0.001621,0.002357,0.001546,0.001702,0.002148,0.001723,0.001765,0.001594,0.001652
0.001734,0.001583,0.001803,0.001805,0.001556,0.001440,0.001817,0.001764,0.001821,0.001558,0.001596,0.001451,0.002699,0.001424,0.002230,0.001859,0.001619,0.001807,0.001978,0.001651,0.001468,0.002006,0.002117,0.002271,0.001868,0.002225,0.001721,0.001384,0.002878,0.001755
0.001974,0.001568,0.001686,0.002319,0.001677,0.001665,0.001486,0.001892,0.001804,0.001571,0.002104,0.002039,0.001782,0.001527,0.002047,0.001454,0.002224,0.001774,0.001708,0.001635,0.001715,0.002150,0.001509,0.001794,0.001461,0.001487,0.001444,0.001428,0.001588,0.001530
0.001390,0.001348,0.002352,0.001277,0.001353,0.001200,0.001407,0.001625,0.001398,0.001425,0.001651,0.001972,0.001221,0.001394,0.001718,0.001579,0.001921,0.001675,0.001959,0.002627,0.002289,0.002355,0.002349,0.001939,0.001973,0.002698,0.002426,0.002425,0.001727,0.002149
0.002377,0.001728,0.002044,0.001787,0.001872,0.001650,0.001979,0.001636,0.001402,0.002500,0.001789,0.001830,0.002081,0.001735,0.001881,0.002220,0.001498,0.001583,0.001626,0.001942,0.001496,0.001367,0.001858,0.001302,0.002069,0.002809,0.001692,0.001717,0.001732,0.002121
0.002231,0.001431,0.001582,0.001623,0.001733,0.001458,0.002843,0.001424,0.001519,0.001801,0.001929,0.002608,0.001663,0.001701,0.002779,0.001625,0.002881,0.001686,0.001712,0.002213,0.002032,0.001665,0.002652,0.002302,0.002409,0.001949,0.002258,0.001810,0.002985,0.001957
0.001914,0.001605,0.002311,0.002461,0.002214,0.002588,0.002539,0.002034,0.001688,0.002639,0.002688,0.002230,0.002637,0.002479,0.002704,0.002409,0.002357,0.002235,0.002240,0.001583,0.002155,0.001805,0.001967,0.001705,0.002411,0.002058,0.002179,0.001868,0.001642,0.001934
0.004248,0.002366,0.002929,0.001944,0.002230,0.002337,0.002705,0.001947,0.001890,0.002369,0.003005,0.002422,0.002654,0.002714,0.002419,0.001909,0.003385,0.002846,0.002116,0.001816,0.002174,0.002395,0.002468,0.002176,0.002628,0.002811,0.002458,0.002425,0.001926,0.002151
0.002782,0.002387,0.003062,0.003129,0.002456,0.002484,0.002616,0.002282,0.002534,0.001782,0.001723,0.001834,0.002901,0.001894,0.002107,0.002498,0.002093,0.001781,0.002427,0.001708,0.002167,0.002327,0.001789,0.002329,0.002112,0.002489,0.001987,0.001580,0.001941,0.002060
0.003222,0.001845,0.002573,0.001888,0.001981,0.002024,0.001925,0.002555,0.001698,0.002491,0.001920,0.001988,0.001999,0.001904,0.001557,0.002149,0.002543,0.001661,0.002760,0.002509,0.001792,0.001860,0.001566,0.001924,0.002257,0.001736,0.001633,0.001831,0.002167,0.001619
0.002073,0.001818,0.001433,0.001725,0.001850,0.001784,0.001878,0.001285,0.001968,0.002007,0.002539,0.001735,0.001885,0.002157,0.001653,0.002446,0.001675,0.002385,0.002160,0.001682,0.001520,0.001767,0.002877,0.001887,0.001916,0.001754,0.001673,0.002509,0.001763,0.001814
0.001395,0.001631,0.001873,0.002051,0.001509,0.001556,0.001688,0.001892,0.001929,0.002020,0.001419,0.001800,0.001655,0.001352,0.001635,0.001444,0.001703,0.001597,0.001773,0.001865,0.001431,0.001679,0.001388,0.002631,0.001270,0.001889,0.001916,0.001526,0.001388,0.001861
0.001514,0.001513,0.001755,0.001539,0.001231,0.001790,0.001438,0.001575,0.001480,0.001986,0.002404,0.001945,0.001731,0.001650,0.001363,0.001907,0.001356,0.001667,0.002075,0.002271,0.001598,0.001590,0.001387,0.001835,0.001472,0.001979,0.001649,0.001505,0.001598,0.001319
