0.272446,0.267770,0.092792,0.065363,0.051956,0.038591,0.029349,0.027359,0.021481,0.022806,0.020412,0.019811,0.020063,0.015992,0.013492,0.018939,0.012962,0.013745,0.013520,0.009467,0.011291,0.013861,0.013535,0.009059,0.010203,0.013205,0.008408,0.008350,0.013539,0.008774
0.008847,0.008388,0.011264,0.009384,0.011479,0.009742,0.007881,0.009054,0.008257,0.007441,0.008461,0.008721,0.007846,0.007085,0.005824,0.006460,0.006843,0.006293,0.005054,0.006635,0.008757,0.007420,0.008474,0.006647,0.005864,0.006837,0.010059,0.007008,0.006744,0.008993
0.006036,0.006611,0.006721,0.007060,0.005370,0.005971,0.006748,0.005442,0.006844,0.005595,0.006119,0.005001,0.005842,0.005257,0.004912,0.009107,0.004807,0.006001,0.007008,0.006283,0.007268,0.008824,0.007035,0.007443,0.004794,0.007029,0.008277,0.005814,0.004894,0.005769
0.008434,0.006613,0.005904,0.005648,0.009546,0.006110,0.008220,0.006134,0.006470,0.005123,0.007754,0.007470,0.006747,0.004560,0.007565,0.007165,0.004923,0.005301,0.006990,0.005145,0.005763,0.005466,0.006221,0.005498,0.006239,0.005637,0.005132,0.005361,0.005194,0.006417
0.005624,0.005063,0.004706,0.006975,0.004250,0.004594,0.004912,0.004538,0.005644,0.005311,0.004157,0.003820,0.005468,0.004512,0.004086,0.004796,0.004552,0.005685,0.004633,0.005280,0.003385,0.003527,0.006860,0.004099,0.003944,0.004888,0.004880,0.004501,0.005370,0.004671
0.004055,0.004708,0.003863,0.003460,0.004755,0.004079,0.004600,0.004280,0.003619,0.004815,0.005091,0.003820,0.003913,0.003897,0.004918,0.004750,0.003769,0.003307,0.005488,0.003828,0.003521,0.004646,0.003611,0.004465,0.005615,0.004737,0.004550,0.002870,0.003832,0.003631
0.003606,0.003312,0.003275,0.004110,0.002998,0.003840,0.003347,0.003615,0.007350,0.005290,0.004869,0.003745,0.003263,0.003876,0.003483,0.003401,0.003777,0.004083,0.003141,0.003505,0.002840,0.004119,0.004709,0.003827,0.002797,0.004091,0.003648,0.003982,0.003615,0.003173
0.003874,0.003742,0.003542,0.002937,0.004273,0.003230,0.002900,0.004275,0.003216,0.003303,0.002782,0.003383,0.003200,0.002718,0.003561,0.003407,0.003048,0.002518,0.004258,0.003713,0.003777,0.004484,0.003476,0.003590,0.003592,0.003113,0.003135,0.002989,0.003077,0.002759
0.003155,0.003496,0.004547,0.002901,0.002989,0.004167,0.003277,0.003655,0.002815,0.003393,0.004552,0.002679,0.004129,0.004045,0.002947,0.003446,0.003137,0.003632,0.003865,0.005754,0.004901,0.003529,0.003431,0.003126,0.003598,0.003529,0.003150,0.002913,0.003103,0.003115
0.002543,0.002515,0.003019,0.003589,0.006259,0.002809,0.005322,0.003709,0.003768,0.003754,0.004462,0.003304,0.006297,0.003453,0.004601,0.003652,0.004639,0.004571,0.005862,0.004797,0.003923,0.003966,0.004957,0.004171,0.003265,0.003499,0.005242,0.003813,0.003702,0.003279
0.003404,0.003834,0.002810,0.004747,0.004371,0.004169,0.004092,0.003315,0.003700,0.004369,0.003406,0.003822,0.004083,0.003677,0.003178,0.004779,0.003987,0.004382,0.003620,0.004099,0.003668,0.003851,0.008171,0.003789,0.003423,0.005118,0.003419,0.003423,0.003222,0.004143
0.003434,0.004113,0.004341,0.003783,0.003507,0.003368,0.002877,0.003615,0.003050,0.003787,0.003121,0.003051,0.005211,0.004617,0.003466,0.003275,0.003354,0.004186,0.004201,0.003797,0.005350,0.004730,0.004265,0.002814,0.002860,0.003276,0.003261,0.002728,0.003056,0.004251
0.002576,0.003500,0.003116,0.002828,0.002796,0.003390,0.003425,0.002887,0.002980,0.003122,0.003347,0.002709,0.003277,0.003440,0.004189,0.003703,0.003418,0.002972,0.003721,0.003272,0.002674,0.003536,0.002812,0.002889,0.002957,0.003462,0.003057,0.002572,0.003030,0.003259
0.002653,0.002697,0.002345,0.002446,0.002358,0.002125,0.002851,0.002957,0.002629,0.002488,0.002392,0.002200,0.002960,0.002358,0.002336,0.002182,0.002126,0.003068,0.003088,0.002617,0.003220,0.003032,0.003400,0.002972,0.002499,0.002785,0.003964,0.002492,0.002636,0.002883
